time_measured,wind_speed_measured,wind_gust_measured,wind_direction_measured,wind_direction_degree_measured
2025-08-01 00:00:02,2.5,4.3,SW,215
2025-08-01 00:05:01,2.5,4.3,SW,215
2025-08-01 00:10:02,2.5,4.3,SW,216
2025-08-01 00:15:01,1.8,4.3,SW,223
2025-08-01 00:20:02,1.8,4.3,SW,231
2025-08-01 00:25:02,0.8,1.8,WSW,240
2025-08-01 00:30:02,0.8,1.8,WSW,254
2025-08-01 00:35:01,0.8,1.8,W,260
2025-08-01 00:40:02,0.8,1.8,W,266
2025-08-01 00:45:02,1.8,3.5,WNW,303
2025-08-01 00:50:02,2.5,3.5,NNW,338
2025-08-01 00:55:01,2.5,3.5,NNW,335
2025-08-01 01:00:00,2.5,4.3,NW,323
2025-08-01 01:05:01,3.5,4.3,NW,323
2025-08-01 01:10:01,2.5,4.3,NNW,333
2025-08-01 01:15:00,2.5,4.3,NNW,331
2025-08-01 01:20:01,2.5,3.5,NW,324
2025-08-01 01:25:01,2.5,3.5,NW,324
2025-08-01 01:30:01,1.8,3.5,NW,322
2025-08-01 01:35:01,2.5,3.5,NW,323
2025-08-01 01:40:01,2.5,3.5,NW,324
2025-08-01 01:45:02,2.5,3.5,NW,322
2025-08-01 01:50:02,1.8,2.5,NW,325
2025-08-01 01:55:02,1.8,2.5,NNW,334
2025-08-01 02:00:02,1.8,1.8,NNW,340
2025-08-01 02:05:02,1.8,1.8,NNW,333
2025-08-01 02:10:02,1.8,1.8,NNW,329
2025-08-01 02:15:01,1.8,2.5,NNW,327
2025-08-01 02:20:02,1.8,3.5,NW,323
2025-08-01 02:25:02,1.8,3.5,NW,325
2025-08-01 02:30:00,1.8,2.5,NNW,336
2025-08-01 02:35:01,1.8,2.6,NNW,342
2025-08-01 02:40:00,1.8,2.6,NNW,338
2025-08-01 02:45:00,1.8,2.5,NNW,332
2025-08-01 02:50:00,1.8,2.5,NNW,331
2025-08-01 02:55:00,1.8,2.5,NNW,341
2025-08-01 03:00:01,1.8,2.5,NNW,343
2025-08-01 03:05:00,1.8,1.8,NW,326
2025-08-01 03:10:01,1.8,1.8,NW,311
2025-08-01 03:15:01,1.8,2.5,NW,313
2025-08-01 03:20:02,1.8,2.5,NNW,329
2025-08-01 03:25:01,1.8,2.5,N,10
2025-08-01 03:30:02,1.8,2.5,NNE,26
2025-08-01 03:35:01,1.8,2.5,NNE,18
2025-08-01 03:40:02,1.8,2.6,NNE,13
2025-08-01 03:45:01,1.8,3.5,N,356
2025-08-01 03:50:01,1.8,3.5,NNW,340
2025-08-01 03:55:02,1.8,2.5,NNW,340
2025-08-01 04:00:02,1.8,2.5,N,350
2025-08-01 04:05:02,1.8,2.5,N,359
2025-08-01 04:10:00,2.5,2.5,N,9
2025-08-01 04:15:01,2.5,2.5,NNE,13
2025-08-01 04:20:01,2.5,2.5,NNE,15
2025-08-01 04:25:00,2.5,3.5,NNE,16
2025-08-01 04:30:01,2.5,3.5,NNE,16
2025-08-01 04:35:01,2.5,3.5,NNE,17
2025-08-01 04:40:00,2.5,3.5,NNE,17
2025-08-01 04:45:00,2.5,3.5,NNE,18
2025-08-01 04:50:00,2.5,3.5,NNE,18
2025-08-01 04:55:01,1.8,2.5,NNE,13
2025-08-01 05:00:02,1.8,2.5,N,359
2025-08-01 05:05:02,1.8,2.5,N,354
2025-08-01 05:10:02,1.8,2.5,N,351
2025-08-01 05:15:01,1.8,2.5,NNW,339
